"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","root"
"Cmdline:","dstat -cmnr --socket --output normal_sys_stat.csv",,,,"Date:","31 Oct 2014 05:31:08 CST"

"total cpu usage",,,,,,"memory usage",,,,"net/total",,"io/total",,"sockets",,,,
4.774,1.005,94.221,0.0,0.0,0.0,534310912.0,321777664.0,703840256.0,2191777792.0,1226.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
4.250,1.0,94.750,0.0,0.0,0.0,532578304.0,321777664.0,703827968.0,2193522688.0,1336.0,42.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
4.0,1.0,95.0,0.0,0.0,0.0,532574208.0,321777664.0,703832064.0,2193522688.0,2287.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.242,1.247,94.264,1.247,0.0,0.0,532541440.0,321794048.0,703832064.0,2193539072.0,1112.0,0.0,0.0,5.0,777.0,9.0,7.0,0.0,0.0
3.509,1.003,95.489,0.0,0.0,0.0,532541440.0,321794048.0,703832064.0,2193539072.0,1689.0,152.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.759,1.003,95.238,0.0,0.0,0.0,532541440.0,321794048.0,703832064.0,2193539072.0,1319.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
4.010,1.003,94.987,0.0,0.0,0.0,532541440.0,321794048.0,703832064.0,2193539072.0,908.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.750,1.250,95.0,0.0,0.0,0.0,532541440.0,321794048.0,703832064.0,2193539072.0,1028.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.250,1.0,95.750,0.0,0.0,0.0,532541440.0,321794048.0,703832064.0,2193539072.0,2177.0,0.0,0.0,4.0,777.0,9.0,7.0,0.0,0.0
3.250,1.0,94.250,1.500,0.0,0.0,532566016.0,321810432.0,703823872.0,2193506304.0,1084.0,0.0,0.0,6.0,777.0,9.0,7.0,0.0,0.0
3.769,0.754,95.477,0.0,0.0,0.0,532570112.0,321818624.0,703827968.0,2193489920.0,900.0,0.0,0.0,2.0,777.0,9.0,7.0,0.0,0.0
4.0,1.0,95.0,0.0,0.0,0.0,532561920.0,321818624.0,703836160.0,2193489920.0,1287.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
4.0,0.750,95.250,0.0,0.0,0.0,532561920.0,321818624.0,703836160.0,2193489920.0,720.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.509,1.253,95.238,0.0,0.0,0.0,532688896.0,321818624.0,703836160.0,2193362944.0,904.0,0.0,0.0,5.0,777.0,9.0,7.0,0.0,0.0
3.769,0.503,95.477,0.0,0.0,0.251,532656128.0,321818624.0,703836160.0,2193395712.0,1439.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
4.010,1.003,93.734,1.253,0.0,0.0,532623360.0,321835008.0,703836160.0,2193412096.0,1184.0,0.0,0.0,8.0,777.0,9.0,7.0,0.0,0.0
4.250,1.750,94.0,0.0,0.0,0.0,532807680.0,321835008.0,703827968.0,2193235968.0,1212.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
4.010,0.501,95.489,0.0,0.0,0.0,533004288.0,321835008.0,703782912.0,2193084416.0,1599.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.500,1.250,95.250,0.0,0.0,0.0,533020672.0,321835008.0,703774720.0,2193076224.0,1152.0,0.0,0.0,5.0,777.0,9.0,7.0,0.0,0.0
3.509,1.003,95.489,0.0,0.0,0.0,533020672.0,321835008.0,703774720.0,2193076224.0,932.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.491,0.998,94.763,0.748,0.0,0.0,532996096.0,321843200.0,703774720.0,2193092608.0,1813.0,0.0,0.0,5.0,777.0,9.0,7.0,0.0,0.0
3.759,1.003,94.737,0.501,0.0,0.0,532955136.0,321851392.0,703774720.0,2193125376.0,1795.0,0.0,0.0,3.0,777.0,9.0,7.0,0.0,0.0
4.0,0.750,95.250,0.0,0.0,0.0,532955136.0,321851392.0,703774720.0,2193125376.0,1268.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.759,1.003,95.238,0.0,0.0,0.0,532918272.0,321851392.0,703778816.0,2193158144.0,1803.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.500,1.0,95.500,0.0,0.0,0.0,532901888.0,321851392.0,703778816.0,2193174528.0,1034.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.0,0.750,95.500,0.750,0.0,0.0,532893696.0,321859584.0,703778816.0,2193174528.0,1214.0,0.0,0.0,4.0,777.0,9.0,7.0,0.0,0.0
3.250,1.250,95.500,0.0,0.0,0.0,532893696.0,321859584.0,703778816.0,2193174528.0,1573.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.509,1.003,94.987,0.501,0.0,0.0,532885504.0,321867776.0,703778816.0,2193174528.0,1246.0,0.0,0.0,3.0,777.0,9.0,7.0,0.0,0.0
3.759,1.003,95.238,0.0,0.0,0.0,532885504.0,321867776.0,703778816.0,2193174528.0,1306.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.741,1.247,95.012,0.0,0.0,0.0,532885504.0,321867776.0,703778816.0,2193174528.0,1411.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.250,1.0,94.750,1.0,0.0,0.0,532844544.0,321875968.0,703778816.0,2193207296.0,1056.0,0.0,0.0,3.0,777.0,9.0,7.0,0.0,0.0
4.511,1.504,93.985,0.0,0.0,0.0,533090304.0,321875968.0,703787008.0,2192953344.0,1046.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
4.0,0.750,95.250,0.0,0.0,0.0,531415040.0,321875968.0,703811584.0,2194604032.0,2295.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.250,1.0,95.0,0.750,0.0,0.0,531542016.0,321884160.0,703803392.0,2194477056.0,1508.0,0.0,0.0,3.0,777.0,9.0,7.0,0.0,0.0
3.759,1.003,95.238,0.0,0.0,0.0,531550208.0,321884160.0,703778816.0,2194493440.0,964.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.500,1.0,94.750,0.750,0.0,0.0,531542016.0,321892352.0,703778816.0,2194493440.0,1711.0,0.0,0.0,3.0,777.0,9.0,7.0,0.0,0.0
3.008,1.003,95.990,0.0,0.0,0.0,531542016.0,321892352.0,703778816.0,2194493440.0,904.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.250,1.250,95.500,0.0,0.0,0.0,531542016.0,321892352.0,703778816.0,2194493440.0,932.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.750,1.0,95.250,0.0,0.0,0.0,531542016.0,321892352.0,703778816.0,2194493440.0,1499.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.990,0.998,94.264,0.748,0.0,0.0,531533824.0,321900544.0,703778816.0,2194493440.0,1268.0,0.0,0.0,3.0,777.0,9.0,7.0,0.0,0.0
3.0,1.250,94.750,1.0,0.0,0.0,531525632.0,321908736.0,703778816.0,2194493440.0,876.0,0.0,0.0,3.0,777.0,9.0,7.0,0.0,0.0
3.0,1.0,96.0,0.0,0.0,0.0,531525632.0,321908736.0,703778816.0,2194493440.0,1867.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.500,1.0,95.500,0.0,0.0,0.0,531492864.0,321908736.0,703778816.0,2194526208.0,1088.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.258,1.253,95.489,0.0,0.0,0.0,531488768.0,321908736.0,703782912.0,2194526208.0,1084.0,0.0,0.0,4.0,777.0,9.0,7.0,0.0,0.0
3.0,1.0,96.0,0.0,0.0,0.0,531484672.0,321908736.0,703787008.0,2194526208.0,1139.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
2.757,1.003,94.486,1.754,0.0,0.0,531595264.0,321925120.0,703787008.0,2194399232.0,1088.0,0.0,0.0,8.0,777.0,9.0,7.0,0.0,0.0
3.750,1.0,95.250,0.0,0.0,0.0,531595264.0,321925120.0,703787008.0,2194399232.0,862.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
4.523,1.508,93.970,0.0,0.0,0.0,531337216.0,321925120.0,703795200.0,2194649088.0,1842.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
2.750,0.750,96.500,0.0,0.0,0.0,531288064.0,321925120.0,703795200.0,2194698240.0,1194.0,0.0,0.0,5.0,777.0,9.0,7.0,0.0,0.0
3.500,1.0,95.500,0.0,0.0,0.0,531296256.0,321925120.0,703787008.0,2194698240.0,1359.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.008,1.003,95.489,0.501,0.0,0.0,531238912.0,321933312.0,703787008.0,2194747392.0,1965.0,0.0,0.0,5.0,777.0,9.0,7.0,0.0,0.0
3.008,0.752,95.739,0.501,0.0,0.0,531197952.0,321941504.0,703787008.0,2194780160.0,1430.0,0.0,0.0,2.0,777.0,9.0,7.0,0.0,0.0
3.250,1.0,95.750,0.0,0.0,0.0,531193856.0,321941504.0,703791104.0,2194780160.0,692.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.750,1.250,95.0,0.0,0.0,0.0,531193856.0,321941504.0,703791104.0,2194780160.0,1439.0,0.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
2.757,1.003,96.241,0.0,0.0,0.0,531193856.0,321941504.0,703791104.0,2194780160.0,1370.0,138.0,0.0,0.0,777.0,9.0,7.0,0.0,0.0
3.500,1.0,94.500,1.0,0.0,0.0,531320832.0,321949696.0,703782912.0,2194653184.0,1931.0,2428.0,0.0,5.0,779.0,10.0,8.0,0.0,0.0
4.0,1.0,95.0,0.0,0.0,0.0,531693568.0,321949696.0,703791104.0,2194272256.0,7968.0,1775.0,0.0,0.0,779.0,10.0,8.0,0.0,0.0
3.0,1.250,95.250,0.500,0.0,0.0,531685376.0,321957888.0,703791104.0,2194272256.0,10644.0,1036.0,0.0,2.0,779.0,10.0,8.0,0.0,0.0
3.250,1.0,95.750,0.0,0.0,0.0,531685376.0,321957888.0,703791104.0,2194272256.0,6926.0,1036.0,0.0,0.0,779.0,10.0,8.0,0.0,0.0
3.500,1.0,95.500,0.0,0.0,0.0,531800064.0,321957888.0,703803392.0,2194145280.0,3935.0,0.0,0.0,0.0,779.0,10.0,8.0,0.0,0.0
3.500,1.250,94.250,1.0,0.0,0.0,531800064.0,321966080.0,703795200.0,2194145280.0,1419.0,152.0,0.0,2.0,778.0,10.0,7.0,0.0,0.0
3.500,1.250,94.750,0.500,0.0,0.0,531775488.0,321974272.0,703795200.0,2194161664.0,1208.0,42.0,0.0,4.0,778.0,10.0,7.0,0.0,0.0
4.500,1.500,94.0,0.0,0.0,0.0,531767296.0,321974272.0,703803392.0,2194161664.0,1715.0,1078.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.008,1.253,94.987,0.752,0.0,0.0,531759104.0,321982464.0,703803392.0,2194161664.0,1144.0,0.0,0.0,2.0,778.0,10.0,7.0,0.0,0.0
3.731,0.995,95.274,0.0,0.0,0.0,531763200.0,321982464.0,703799296.0,2194161664.0,876.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.266,1.005,95.729,0.0,0.0,0.0,531763200.0,321982464.0,703799296.0,2194161664.0,1351.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.258,1.003,94.737,1.003,0.0,0.0,531763200.0,321998848.0,703782912.0,2194161664.0,1568.0,0.0,0.0,6.0,778.0,10.0,7.0,0.0,0.0
3.258,1.253,95.489,0.0,0.0,0.0,531746816.0,321998848.0,703799296.0,2194161664.0,1176.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.0,0.750,96.250,0.0,0.0,0.0,531746816.0,321998848.0,703799296.0,2194161664.0,1651.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
2.750,1.0,95.500,0.750,0.0,0.0,531738624.0,322007040.0,703799296.0,2194161664.0,1296.0,1036.0,0.0,2.0,778.0,10.0,7.0,0.0,0.0
3.500,0.750,95.750,0.0,0.0,0.0,531738624.0,322007040.0,703799296.0,2194161664.0,1296.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.750,1.0,95.250,0.0,0.0,0.0,531865600.0,322007040.0,703799296.0,2194034688.0,1231.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.258,1.003,94.987,0.752,0.0,0.0,531857408.0,322015232.0,703799296.0,2194034688.0,1508.0,0.0,0.0,3.0,778.0,10.0,7.0,0.0,0.0
3.008,0.752,96.241,0.0,0.0,0.0,531857408.0,322015232.0,703799296.0,2194034688.0,1268.0,0.0,0.0,2.0,778.0,10.0,7.0,0.0,0.0
3.250,1.250,95.500,0.0,0.0,0.0,531857408.0,322015232.0,703799296.0,2194034688.0,2392.0,152.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.491,0.998,94.763,0.748,0.0,0.0,531976192.0,322023424.0,703799296.0,2193907712.0,1074.0,0.0,0.0,3.0,778.0,10.0,7.0,0.0,0.0
2.757,1.003,96.241,0.0,0.0,0.0,531976192.0,322023424.0,703799296.0,2193907712.0,1798.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
2.750,1.0,95.250,1.0,0.0,0.0,531963904.0,322031616.0,703803392.0,2193907712.0,2484.0,0.0,0.0,5.0,778.0,10.0,7.0,0.0,0.0
4.500,1.500,94.0,0.0,0.0,0.0,532131840.0,322031616.0,703811584.0,2193731584.0,2094.0,0.0,0.0,1.0,778.0,10.0,7.0,0.0,0.0
3.0,1.0,96.0,0.0,0.0,0.0,532131840.0,322031616.0,703811584.0,2193731584.0,996.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
2.757,1.003,96.241,0.0,0.0,0.0,532140032.0,322031616.0,703803392.0,2193731584.0,1499.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
2.750,1.0,95.750,0.500,0.0,0.0,532258816.0,322039808.0,703803392.0,2193604608.0,1236.0,0.0,0.0,3.0,778.0,10.0,7.0,0.0,0.0
3.750,0.750,95.500,0.0,0.0,0.0,532226048.0,322039808.0,703803392.0,2193637376.0,1296.0,1036.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.759,1.003,94.486,0.752,0.0,0.0,532217856.0,322048000.0,703803392.0,2193637376.0,1383.0,0.0,0.0,5.0,778.0,10.0,7.0,0.0,0.0
3.0,0.750,96.250,0.0,0.0,0.0,532381696.0,322048000.0,703647744.0,2193629184.0,872.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.250,1.0,95.750,0.0,0.0,0.0,532369408.0,322048000.0,703660032.0,2193629184.0,1024.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.990,0.998,95.012,0.0,0.0,0.0,532369408.0,322048000.0,703660032.0,2193629184.0,1259.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.759,0.752,94.737,0.752,0.0,0.0,532344832.0,322056192.0,703660032.0,2193645568.0,872.0,42.0,0.0,3.0,778.0,10.0,7.0,0.0,0.0
3.008,0.752,96.241,0.0,0.0,0.0,532344832.0,322056192.0,703660032.0,2193645568.0,1144.0,0.0,0.0,7.0,778.0,10.0,7.0,0.0,0.0
3.500,1.0,94.750,0.750,0.0,0.0,532459520.0,322068480.0,703660032.0,2193518592.0,1379.0,0.0,0.0,5.0,778.0,10.0,7.0,0.0,0.0
3.750,1.0,95.250,0.0,0.0,0.0,532586496.0,322068480.0,703660032.0,2193391616.0,692.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.509,1.253,95.238,0.0,0.0,0.0,532586496.0,322068480.0,703660032.0,2193391616.0,996.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.250,0.750,96.0,0.0,0.0,0.0,532688896.0,322068480.0,703684608.0,2193264640.0,1599.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.509,1.003,93.734,1.754,0.0,0.0,532676608.0,322084864.0,703680512.0,2193264640.0,1204.0,0.0,0.0,12.0,778.0,10.0,7.0,0.0,0.0
5.237,1.247,93.516,0.0,0.0,0.0,531255296.0,322093056.0,703668224.0,2194690048.0,964.0,0.0,0.0,2.0,778.0,10.0,7.0,0.0,0.0
3.509,1.003,95.489,0.0,0.0,0.0,531255296.0,322093056.0,703668224.0,2194690048.0,1231.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
2.757,1.003,96.241,0.0,0.0,0.0,531263488.0,322093056.0,703660032.0,2194690048.0,1172.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.500,1.0,95.500,0.0,0.0,0.0,531230720.0,322093056.0,703660032.0,2194722816.0,1444.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.258,1.003,95.739,0.0,0.0,0.0,531230720.0,322093056.0,703660032.0,2194722816.0,1711.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.750,1.250,94.250,0.750,0.0,0.0,531349504.0,322109440.0,703660032.0,2194587648.0,1112.0,0.0,0.0,5.0,778.0,10.0,7.0,0.0,0.0
3.509,0.752,95.739,0.0,0.0,0.0,531476480.0,322109440.0,703660032.0,2194460672.0,1374.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
2.506,0.752,96.742,0.0,0.0,0.0,531603456.0,322109440.0,703660032.0,2194333696.0,1867.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.0,1.0,96.0,0.0,0.0,0.0,531603456.0,322109440.0,703660032.0,2194333696.0,1088.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.258,1.003,95.739,0.0,0.0,0.0,531611648.0,322109440.0,703660032.0,2194325504.0,1116.0,0.0,0.0,1.0,778.0,10.0,7.0,0.0,0.0
3.008,1.003,95.238,0.752,0.0,0.0,531599360.0,322117632.0,703664128.0,2194325504.0,1655.0,0.0,0.0,3.0,778.0,10.0,7.0,0.0,0.0
3.008,1.003,95.238,0.752,0.0,0.0,531689472.0,322125824.0,703660032.0,2194231296.0,1028.0,0.0,0.0,3.0,778.0,10.0,7.0,0.0,0.0
3.509,0.501,95.990,0.0,0.0,0.0,531652608.0,322125824.0,703664128.0,2194264064.0,1144.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.500,1.0,95.500,0.0,0.0,0.0,531652608.0,322125824.0,703664128.0,2194264064.0,1471.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.0,1.0,96.0,0.0,0.0,0.0,531779584.0,322125824.0,703664128.0,2194137088.0,1416.0,0.0,0.0,1.0,778.0,10.0,7.0,0.0,0.0
4.750,1.500,93.250,0.500,0.0,0.0,532144128.0,322134016.0,703672320.0,2193756160.0,1208.0,0.0,0.0,3.0,778.0,10.0,7.0,0.0,0.0
3.250,1.0,95.750,0.0,0.0,0.0,532144128.0,322134016.0,703672320.0,2193756160.0,1655.0,1036.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.250,1.250,95.0,0.500,0.0,0.0,532267008.0,322142208.0,703668224.0,2193629184.0,904.0,0.0,0.0,3.0,778.0,10.0,7.0,0.0,0.0
3.509,1.253,95.238,0.0,0.0,0.0,532267008.0,322142208.0,703668224.0,2193629184.0,1416.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.741,1.496,94.763,0.0,0.0,0.0,532267008.0,322142208.0,703668224.0,2193629184.0,1664.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.258,1.253,95.489,0.0,0.0,0.0,532115456.0,322142208.0,703668224.0,2193780736.0,1813.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.0,1.0,95.500,0.500,0.0,0.0,532107264.0,322150400.0,703668224.0,2193780736.0,964.0,42.0,0.0,2.0,778.0,10.0,7.0,0.0,0.0
3.258,0.752,95.489,0.501,0.0,0.0,532099072.0,322158592.0,703668224.0,2193780736.0,7805.0,739.0,0.0,2.0,778.0,10.0,7.0,0.0,0.0
3.759,1.003,95.238,0.0,0.0,0.0,532226048.0,322158592.0,703668224.0,2193653760.0,10919.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.500,1.250,95.250,0.0,0.0,0.0,532209664.0,322158592.0,703668224.0,2193670144.0,6304.0,0.0,0.0,1.0,778.0,10.0,7.0,0.0,0.0
2.757,0.752,96.491,0.0,0.0,0.0,532209664.0,322158592.0,703668224.0,2193670144.0,3788.0,0.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
3.500,1.250,94.500,0.750,0.0,0.0,532197376.0,322166784.0,703672320.0,2193670144.0,1839.0,0.0,0.0,4.0,778.0,10.0,7.0,0.0,0.0
3.750,1.0,95.250,0.0,0.0,0.0,532197376.0,322166784.0,703672320.0,2193670144.0,1272.0,42.0,0.0,0.0,778.0,10.0,7.0,0.0,0.0
2.750,0.750,95.750,0.750,0.0,0.0,532189184.0,322174976.0,703672320.0,2193670144.0,1268.0,0.0,0.0,2.0,778.0,10.0,7.0,0.0,0.0
3.250,1.0,95.750,0.0,0.0,0.0,532189184.0,322174976.0,703672320.0,2193670144.0,1757.0,0.0,0.0,4.0,778.0,10.0,7.0,0.0,0.0
4.261,1.504,94.236,0.0,0.0,0.0,532082688.0,322174976.0,703684608.0,2193764352.0,1084.0,0.0,0.0,0.0,777.0,10.0,7.0,0.0,0.0
3.509,1.003,94.486,1.003,0.0,0.0,532201472.0,322183168.0,703684608.0,2193637376.0,1176.0,0.0,0.0,4.0,777.0,10.0,7.0,0.0,0.0
3.258,1.003,95.739,0.0,0.0,0.0,532201472.0,322183168.0,703676416.0,2193645568.0,1563.0,0.0,0.0,0.0,777.0,10.0,7.0,0.0,0.0
3.500,1.0,95.500,0.0,0.0,0.0,532201472.0,322183168.0,703676416.0,2193645568.0,936.0,0.0,0.0,0.0,777.0,10.0,7.0,0.0,0.0
3.258,1.003,95.238,0.501,0.0,0.0,532193280.0,322191360.0,703676416.0,2193645568.0,1512.0,0.0,0.0,6.0,777.0,10.0,7.0,0.0,0.0
4.0,1.0,95.0,0.0,0.0,0.0,532193280.0,322191360.0,703676416.0,2193645568.0,2337.0,138.0,0.0,0.0,777.0,10.0,7.0,0.0,0.0
3.234,0.995,94.527,1.244,0.0,0.0,532160512.0,322199552.0,703668224.0,2193678336.0,1604.0,0.0,0.0,3.0,777.0,10.0,7.0,0.0,0.0
3.266,0.754,95.226,0.754,0.0,0.0,532144128.0,322207744.0,703676416.0,2193678336.0,1664.0,0.0,0.0,3.0,777.0,10.0,7.0,0.0,0.0
3.509,0.752,95.739,0.0,0.0,0.0,532144128.0,322207744.0,703676416.0,2193678336.0,2725.0,0.0,0.0,0.0,777.0,10.0,7.0,0.0,0.0
3.491,0.998,95.511,0.0,0.0,0.0,532271104.0,322207744.0,703676416.0,2193551360.0,1906.0,0.0,0.0,0.0,777.0,10.0,7.0,0.0,0.0
3.250,1.0,95.0,0.750,0.0,0.0,532262912.0,322215936.0,703676416.0,2193551360.0,1782.0,0.0,0.0,2.0,777.0,10.0,7.0,0.0,0.0
3.008,1.253,95.739,0.0,0.0,0.0,532262912.0,322215936.0,703676416.0,2193551360.0,2259.0,0.0,0.0,0.0,777.0,10.0,7.0,0.0,0.0
