"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","root"
"Cmdline:","dstat -cmnr --socket --output r_err_topic_sys_stat.csv",,,,"Date:","31 Oct 2014 05:02:54 CST"

"total cpu usage",,,,,,"memory usage",,,,"net/total",,"io/total",,"sockets",,,,
3.258,1.504,95.238,0.0,0.0,0.0,534548480.0,317972480.0,707010560.0,2192175104.0,2112.0,594.0,0.0,0.0,788.0,19.0,8.0,0.0,0.0
8.750,1.0,89.750,0.500,0.0,0.0,534630400.0,317980672.0,706920448.0,2192175104.0,2102.0,672.0,0.0,5.0,788.0,19.0,8.0,0.0,0.0
5.013,1.253,92.732,1.003,0.0,0.0,534745088.0,317988864.0,706797568.0,2192175104.0,3276.0,1344.0,0.0,4.0,788.0,19.0,8.0,0.0,0.0
4.0,1.500,94.500,0.0,0.0,0.0,534614016.0,317988864.0,706801664.0,2192302080.0,2482.0,945.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
6.767,1.754,90.727,0.752,0.0,0.0,534609920.0,317997056.0,706797568.0,2192302080.0,3140.0,1336.0,0.0,2.0,789.0,21.0,7.0,0.0,0.0
4.511,1.253,94.236,0.0,0.0,0.0,534392832.0,317997056.0,707014656.0,2192302080.0,2192.0,750.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
7.769,1.504,89.724,1.003,0.0,0.0,534618112.0,318005248.0,706781184.0,2192302080.0,3352.0,886.0,0.0,5.0,784.0,16.0,7.0,0.0,0.0
4.261,1.504,94.236,0.0,0.0,0.0,534073344.0,318005248.0,708247552.0,2191380480.0,5279.0,2588.0,0.0,6.0,789.0,21.0,7.0,0.0,0.0
4.489,1.746,93.017,0.499,0.0,0.249,534982656.0,318013440.0,706949120.0,2191761408.0,4230.0,1398.0,0.0,3.0,789.0,21.0,7.0,0.0,0.0
4.762,1.253,93.985,0.0,0.0,0.0,535044096.0,318013440.0,707014656.0,2191634432.0,2624.0,816.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
5.750,1.750,92.500,0.0,0.0,0.0,535166976.0,318013440.0,706764800.0,2191761408.0,3784.0,1702.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
8.291,1.256,89.950,0.503,0.0,0.0,535023616.0,318021632.0,706772992.0,2191888384.0,2474.0,972.0,0.0,5.0,789.0,21.0,7.0,0.0,0.0
7.0,1.750,91.250,0.0,0.0,0.0,533712896.0,318021632.0,706781184.0,2193190912.0,3704.0,1398.0,0.0,3.0,789.0,21.0,7.0,0.0,0.0
5.528,1.508,92.965,0.0,0.0,0.0,533790720.0,318021632.0,706785280.0,2193108992.0,3372.0,1398.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
4.239,1.496,93.766,0.499,0.0,0.0,534315008.0,318029824.0,706785280.0,2192576512.0,2150.0,816.0,0.0,3.0,789.0,21.0,7.0,0.0,0.0
6.750,1.500,91.750,0.0,0.0,0.0,534315008.0,318029824.0,706785280.0,2192576512.0,3242.0,1398.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
8.291,1.508,89.447,0.754,0.0,0.0,534024192.0,318038016.0,706940928.0,2192703488.0,2262.0,738.0,0.0,5.0,789.0,21.0,7.0,0.0,0.0
5.013,1.754,93.233,0.0,0.0,0.0,533606400.0,318038016.0,708374528.0,2191687680.0,5713.0,2526.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
4.271,1.508,94.221,0.0,0.0,0.0,534253568.0,318038016.0,706965504.0,2192449536.0,3662.0,1546.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
3.741,1.496,94.763,0.0,0.0,0.0,534188032.0,318038016.0,707031040.0,2192449536.0,3218.0,1254.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
4.511,1.253,93.484,0.752,0.0,0.0,534179840.0,318046208.0,706777088.0,2192703488.0,3206.0,1188.0,0.0,3.0,789.0,21.0,7.0,0.0,0.0
8.794,1.508,89.196,0.503,0.0,0.0,534159360.0,318054400.0,706789376.0,2192703488.0,1988.0,594.0,0.0,4.0,789.0,21.0,7.0,0.0,0.0
3.518,1.256,95.226,0.0,0.0,0.0,534278144.0,318054400.0,706797568.0,2192576512.0,3436.0,1422.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
4.250,1.250,94.500,0.0,0.0,0.0,534278144.0,318054400.0,706797568.0,2192576512.0,4031.0,1482.0,0.0,0.0,790.0,21.0,8.0,0.0,0.0
4.762,1.504,93.734,0.0,0.0,0.0,534401024.0,318054400.0,706801664.0,2192449536.0,5312.0,1188.0,0.0,0.0,790.0,21.0,8.0,0.0,0.0
4.511,1.504,93.985,0.0,0.0,0.0,534401024.0,318054400.0,706801664.0,2192449536.0,15876.0,1927.0,0.0,0.0,790.0,21.0,8.0,0.0,0.0
8.500,1.500,89.0,1.0,0.0,0.0,534433792.0,318070784.0,708149248.0,2191052800.0,7056.0,594.0,0.0,8.0,790.0,21.0,8.0,0.0,0.0
5.250,1.750,93.0,0.0,0.0,0.0,534228992.0,318070784.0,708354048.0,2191052800.0,8711.0,2452.0,0.0,4.0,790.0,21.0,8.0,0.0,0.0
5.528,1.256,93.216,0.0,0.0,0.0,534224896.0,318070784.0,706961408.0,2192449536.0,4182.0,1326.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
4.261,1.504,94.236,0.0,0.0,0.0,534056960.0,318070784.0,707080192.0,2192498688.0,3462.0,1416.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
4.738,1.247,94.015,0.0,0.0,0.0,534462464.0,318070784.0,706801664.0,2192371712.0,3116.0,1002.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
9.045,1.508,88.945,0.503,0.0,0.0,534433792.0,318078976.0,706805760.0,2192388096.0,3236.0,1002.0,0.0,8.0,789.0,21.0,7.0,0.0,0.0
6.750,1.500,91.0,0.750,0.0,0.0,534421504.0,318087168.0,706809856.0,2192388096.0,3348.0,924.0,0.0,6.0,789.0,21.0,7.0,0.0,0.0
5.0,1.500,93.500,0.0,0.0,0.0,534409216.0,318087168.0,706822144.0,2192388096.0,3540.0,1002.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
4.762,1.504,93.734,0.0,0.0,0.0,534433792.0,318087168.0,706797568.0,2192388096.0,3268.0,1150.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
3.759,1.504,94.737,0.0,0.0,0.0,534429696.0,318087168.0,706801664.0,2192388096.0,3108.0,924.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
8.020,1.754,89.474,0.752,0.0,0.0,534552576.0,318095360.0,706797568.0,2192261120.0,3076.0,924.0,0.0,6.0,789.0,21.0,7.0,0.0,0.0
7.500,2.0,89.750,0.750,0.0,0.0,534114304.0,318103552.0,708370432.0,2191118336.0,5609.0,2382.0,0.0,5.0,789.0,21.0,7.0,0.0,0.0
4.534,1.511,93.451,0.504,0.0,0.0,534929408.0,318111744.0,707039232.0,2191626240.0,4478.0,1662.0,0.0,2.0,789.0,21.0,7.0,0.0,0.0
4.500,1.250,94.250,0.0,0.0,0.0,534986752.0,318111744.0,706854912.0,2191753216.0,3272.0,1344.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
4.762,1.253,93.985,0.0,0.0,0.0,534773760.0,318111744.0,706813952.0,2192007168.0,3588.0,1422.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
7.809,1.511,89.924,0.756,0.0,0.0,534773760.0,318119936.0,706805760.0,2192007168.0,4162.0,1422.0,0.0,7.0,789.0,21.0,7.0,0.0,0.0
5.237,1.496,93.267,0.0,0.0,0.0,534765568.0,318119936.0,706813952.0,2192007168.0,3448.0,1266.0,0.0,3.0,789.0,21.0,7.0,0.0,0.0
6.767,1.504,91.729,0.0,0.0,0.0,534765568.0,318119936.0,706813952.0,2192007168.0,4809.0,2012.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
5.736,1.247,92.269,0.748,0.0,0.0,534880256.0,318128128.0,706818048.0,2191880192.0,3586.0,1344.0,0.0,3.0,789.0,21.0,7.0,0.0,0.0
3.759,1.504,94.737,0.0,0.0,0.0,534880256.0,318128128.0,706818048.0,2191880192.0,3176.0,1266.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
7.769,1.504,89.975,0.752,0.0,0.0,534876160.0,318136320.0,706813952.0,2191880192.0,4304.0,1188.0,0.0,5.0,789.0,21.0,7.0,0.0,0.0
5.500,1.750,92.750,0.0,0.0,0.0,534433792.0,318136320.0,708399104.0,2190737408.0,7043.0,2922.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
6.767,1.504,91.729,0.0,0.0,0.0,534577152.0,318136320.0,708382720.0,2190610432.0,3348.0,1230.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
4.523,1.256,94.221,0.0,0.0,0.0,534589440.0,318136320.0,708370432.0,2190610432.0,3688.0,1290.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
4.261,1.253,93.985,0.501,0.0,0.0,534835200.0,318144512.0,708116480.0,2190610432.0,4228.0,1662.0,0.0,2.0,789.0,21.0,7.0,0.0,0.0
8.543,1.256,89.698,0.503,0.0,0.0,534695936.0,318152704.0,708120576.0,2190737408.0,2764.0,1134.0,0.0,6.0,789.0,21.0,7.0,0.0,0.0
5.013,1.504,93.484,0.0,0.0,0.0,534687744.0,318152704.0,708128768.0,2190737408.0,4258.0,1740.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
5.514,1.003,93.484,0.0,0.0,0.0,534683648.0,318152704.0,708132864.0,2190737408.0,3422.0,1200.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
6.281,1.508,92.211,0.0,0.0,0.0,534712320.0,318152704.0,708104192.0,2190737408.0,3128.0,1134.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
4.0,1.500,94.500,0.0,0.0,0.0,534646784.0,318152704.0,708169728.0,2190737408.0,3992.0,1650.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
8.543,1.508,88.191,1.759,0.0,0.0,534638592.0,318169088.0,708161536.0,2190737408.0,3280.0,1146.0,0.0,6.0,789.0,21.0,7.0,0.0,0.0
7.035,1.759,91.206,0.0,0.0,0.0,536211456.0,318169088.0,708112384.0,2189213696.0,6703.0,2980.0,0.0,2.0,789.0,21.0,7.0,0.0,0.0
4.534,1.511,93.955,0.0,0.0,0.0,535867392.0,318169088.0,708837376.0,2188832768.0,3416.0,1266.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
7.538,1.759,90.704,0.0,0.0,0.0,536100864.0,318169088.0,708841472.0,2188595200.0,4068.0,1584.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
4.534,1.008,93.451,1.008,0.0,0.0,536289280.0,318177280.0,708644864.0,2188595200.0,2764.0,1134.0,0.0,4.0,789.0,21.0,7.0,0.0,0.0
9.068,1.763,88.665,0.504,0.0,0.0,536059904.0,318185472.0,708231168.0,2189230080.0,4576.0,1974.0,0.0,6.0,789.0,21.0,7.0,0.0,0.0
5.793,1.511,92.191,0.504,0.0,0.0,536113152.0,318193664.0,708153344.0,2189246464.0,4306.0,1584.0,0.0,4.0,789.0,21.0,7.0,0.0,0.0
5.276,1.256,93.467,0.0,0.0,0.0,536596480.0,318193664.0,706781184.0,2190135296.0,3300.0,1290.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
5.013,1.504,93.484,0.0,0.0,0.0,536555520.0,318193664.0,706822144.0,2190135296.0,4248.0,1740.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
6.983,2.494,90.524,0.0,0.0,0.0,536555520.0,318193664.0,706822144.0,2190135296.0,3650.0,1290.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
9.500,2.0,86.500,2.0,0.0,0.0,536551424.0,318210048.0,706809856.0,2190135296.0,4082.0,1888.0,0.0,8.0,789.0,21.0,7.0,0.0,0.0
6.0,1.750,91.750,0.500,0.0,0.0,536092672.0,318218240.0,708403200.0,2188992512.0,6755.0,3280.0,0.0,4.0,789.0,21.0,7.0,0.0,0.0
4.511,1.003,94.486,0.0,0.0,0.0,536080384.0,318218240.0,708415488.0,2188992512.0,4320.0,1860.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
4.500,1.250,94.250,0.0,0.0,0.0,536797184.0,318218240.0,707063808.0,2189627392.0,3470.0,1492.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
7.250,2.0,90.750,0.0,0.0,0.0,536080384.0,318218240.0,708288512.0,2189119488.0,4384.0,1860.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
8.772,1.754,88.972,0.501,0.0,0.0,536195072.0,318226432.0,708292608.0,2188992512.0,4874.0,1860.0,0.0,7.0,789.0,21.0,7.0,0.0,0.0
4.738,1.496,93.766,0.0,0.0,0.0,536317952.0,318226432.0,706924544.0,2190237696.0,5153.0,1938.0,0.0,10.0,789.0,21.0,7.0,0.0,0.0
4.250,1.250,93.750,0.750,0.0,0.0,536285184.0,318234624.0,706822144.0,2190364672.0,4460.0,2164.0,0.0,3.0,789.0,21.0,7.0,0.0,0.0
5.0,1.750,93.250,0.0,0.0,0.0,536285184.0,318234624.0,706822144.0,2190364672.0,3198.0,1344.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
4.523,1.759,93.719,0.0,0.0,0.0,536281088.0,318234624.0,706826240.0,2190364672.0,4684.0,2094.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
10.025,1.754,87.719,0.501,0.0,0.0,536276992.0,318242816.0,706822144.0,2190364672.0,4512.0,1950.0,0.0,4.0,789.0,21.0,7.0,0.0,0.0
5.528,1.256,93.216,0.0,0.0,0.0,536215552.0,318242816.0,708407296.0,2188840960.0,6633.0,3000.0,0.0,7.0,789.0,21.0,7.0,0.0,0.0
5.500,1.500,93.0,0.0,0.0,0.0,536223744.0,318242816.0,708399104.0,2188840960.0,4322.0,1740.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
5.025,1.256,92.965,0.754,0.0,0.0,536809472.0,318251008.0,707043328.0,2189602816.0,3798.0,1662.0,0.0,3.0,789.0,21.0,7.0,0.0,0.0
4.0,1.250,94.750,0.0,0.0,0.0,536535040.0,318251008.0,706936832.0,2189983744.0,4026.0,1584.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
9.548,1.508,88.191,0.754,0.0,0.0,536297472.0,318259200.0,708182016.0,2188967936.0,3946.0,1810.0,0.0,4.0,789.0,21.0,7.0,0.0,0.0
5.263,1.504,93.233,0.0,0.0,0.0,536240128.0,318259200.0,708366336.0,2188840960.0,3970.0,1818.0,0.0,1.0,789.0,21.0,7.0,0.0,0.0
4.762,1.253,93.985,0.0,0.0,0.0,536465408.0,318259200.0,708141056.0,2188840960.0,3706.0,1662.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
5.276,1.256,93.467,0.0,0.0,0.0,536322048.0,318259200.0,708157440.0,2188967936.0,5812.0,1740.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
5.013,1.504,92.982,0.501,0.0,0.0,536436736.0,318267392.0,708161536.0,2188840960.0,16055.0,2401.0,0.0,3.0,789.0,21.0,7.0,0.0,0.0
8.521,1.504,89.223,0.752,0.0,0.0,536584192.0,318275584.0,708132864.0,2188713984.0,9790.0,1584.0,0.0,4.0,789.0,21.0,7.0,0.0,0.0
7.0,2.250,90.750,0.0,0.0,0.0,536576000.0,318275584.0,708141056.0,2188713984.0,8904.0,2432.0,0.0,2.0,788.0,20.0,7.0,0.0,0.0
5.276,1.759,92.965,0.0,0.0,0.0,536326144.0,318275584.0,708390912.0,2188713984.0,5275.0,2375.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
5.250,1.750,92.750,0.0,0.0,0.250,536322048.0,318275584.0,708395008.0,2188713984.0,4808.0,2338.0,0.0,0.0,789.0,21.0,7.0,0.0,0.0
