"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","root"
"Cmdline:","dstat -cmnr --socket --output conn_freq_sys_stat.csv",,,,"Date:","31 Oct 2014 04:15:18 CST"

"total cpu usage",,,,,,"memory usage",,,,"net/total",,"io/total",,"sockets",,,,
1.754,1.504,96.742,0.0,0.0,0.0,528883712.0,312176640.0,690745344.0,2219900928.0,5380.0,2590.0,0.0,0.0,771.0,24.0,7.0,0.0,0.0
1.754,1.253,96.742,0.251,0.0,0.0,528875520.0,312184832.0,690745344.0,2219900928.0,5065.0,2454.0,0.0,6.0,770.0,23.0,7.0,0.0,0.0
2.005,1.253,96.742,0.0,0.0,0.0,529096704.0,312184832.0,690524160.0,2219900928.0,4584.0,2100.0,0.0,0.0,771.0,24.0,7.0,0.0,0.0
2.0,1.250,96.750,0.0,0.0,0.0,528822272.0,312184832.0,690671616.0,2220027904.0,3813.0,1618.0,0.0,0.0,769.0,22.0,7.0,0.0,0.0
1.995,1.247,95.761,0.998,0.0,0.0,528822272.0,312193024.0,690663424.0,2220027904.0,4648.0,2318.0,0.0,2.0,770.0,23.0,7.0,0.0,0.0
2.005,1.253,96.241,0.501,0.0,0.0,528822272.0,312201216.0,690655232.0,2220027904.0,4658.0,2524.0,0.0,2.0,771.0,24.0,7.0,0.0,0.0
2.005,1.253,96.241,0.501,0.0,0.0,528871424.0,312209408.0,690597888.0,2220027904.0,5316.0,2660.0,0.0,3.0,771.0,24.0,7.0,0.0,0.0
2.0,1.250,96.500,0.0,0.0,0.250,528867328.0,312209408.0,690601984.0,2220027904.0,5282.0,2726.0,0.0,0.0,771.0,24.0,7.0,0.0,0.0
2.736,2.239,95.025,0.0,0.0,0.0,528973824.0,312209408.0,692121600.0,2218401792.0,6146.0,3158.0,0.0,0.0,769.0,22.0,7.0,0.0,0.0
1.759,1.256,96.985,0.0,0.0,0.0,529043456.0,312209408.0,692178944.0,2218274816.0,4466.0,2170.0,0.0,3.0,771.0,24.0,7.0,0.0,0.0
1.746,1.496,95.761,0.998,0.0,0.0,529371136.0,312217600.0,690827264.0,2219290624.0,5700.0,2734.0,0.0,3.0,770.0,23.0,7.0,0.0,0.0
1.754,1.504,94.987,1.754,0.0,0.0,529489920.0,312233984.0,690692096.0,2219290624.0,5699.0,2948.0,0.0,9.0,769.0,22.0,7.0,0.0,0.0
2.0,1.500,96.500,0.0,0.0,0.0,529383424.0,312233984.0,690663424.0,2219425792.0,4478.0,2244.0,0.0,0.0,770.0,23.0,7.0,0.0,0.0
2.005,1.253,96.742,0.0,0.0,0.0,529408000.0,312233984.0,690638848.0,2219425792.0,2526.0,1132.0,0.0,0.0,768.0,21.0,7.0,0.0,0.0
1.759,1.256,96.985,0.0,0.0,0.0,529354752.0,312233984.0,690692096.0,2219425792.0,3738.0,1828.0,0.0,0.0,769.0,22.0,7.0,0.0,0.0
2.250,1.250,96.500,0.0,0.0,0.0,529432576.0,312233984.0,690614272.0,2219425792.0,5081.0,3526.0,0.0,0.0,770.0,23.0,7.0,0.0,0.0
2.010,1.256,94.975,1.759,0.0,0.0,529514496.0,312250368.0,690618368.0,2219323392.0,5199.0,2598.0,0.0,7.0,769.0,22.0,7.0,0.0,0.0
2.250,1.250,96.500,0.0,0.0,0.0,529477632.0,312250368.0,690655232.0,2219323392.0,4563.0,2034.0,0.0,0.0,770.0,24.0,7.0,0.0,0.0
2.010,1.256,96.734,0.0,0.0,0.0,529358848.0,312250368.0,690774016.0,2219323392.0,7526.0,6107.0,0.0,0.0,770.0,23.0,7.0,0.0,0.0
2.500,1.500,96.0,0.0,0.0,0.0,529346560.0,312250368.0,691929088.0,2218180608.0,7145.0,3776.0,0.0,2.0,771.0,24.0,7.0,0.0,0.0
2.494,1.247,96.259,0.0,0.0,0.0,529301504.0,312250368.0,692101120.0,2218053632.0,7313.0,3986.0,0.0,0.0,770.0,23.0,7.0,0.0,0.0
1.750,1.500,96.250,0.500,0.0,0.0,529653760.0,312258560.0,690724864.0,2219069440.0,3891.0,1766.0,0.0,6.0,768.0,21.0,7.0,0.0,0.0
2.250,1.500,95.750,0.500,0.0,0.0,529625088.0,312266752.0,690745344.0,2219069440.0,5745.0,4298.0,0.0,3.0,770.0,23.0,7.0,0.0,0.0
2.750,1.750,95.500,0.0,0.0,0.0,529911808.0,312266752.0,690712576.0,2218815488.0,5954.0,2800.0,0.0,0.0,770.0,23.0,7.0,0.0,0.0
2.250,1.250,96.500,0.0,0.0,0.0,529940480.0,312266752.0,690667520.0,2218831872.0,5476.0,2878.0,0.0,0.0,769.0,22.0,7.0,0.0,0.0
2.500,1.250,96.250,0.0,0.0,0.0,529940480.0,312266752.0,690667520.0,2218831872.0,6778.0,3220.0,0.0,0.0,770.0,23.0,7.0,0.0,0.0
2.250,1.500,95.750,0.250,0.0,0.250,529928192.0,312274944.0,690671616.0,2218831872.0,7643.0,3990.0,0.0,3.0,771.0,24.0,7.0,0.0,0.0
2.256,1.253,96.491,0.0,0.0,0.0,529989632.0,312274944.0,690618368.0,2218823680.0,7259.0,3858.0,0.0,0.0,771.0,24.0,7.0,0.0,0.0
2.256,1.253,95.739,0.752,0.0,0.0,529838080.0,312283136.0,690761728.0,2218823680.0,7550.0,4208.0,0.0,3.0,770.0,23.0,7.0,0.0,0.0
2.005,1.504,96.491,0.0,0.0,0.0,529674240.0,312283136.0,690798592.0,2218950656.0,6621.0,3364.0,0.0,8.0,769.0,22.0,7.0,0.0,0.0
2.005,1.504,96.491,0.0,0.0,0.0,529498112.0,312283136.0,692117504.0,2217807872.0,3508.0,1622.0,0.0,0.0,768.0,21.0,7.0,0.0,0.0
2.244,1.496,95.761,0.249,0.0,0.249,529588224.0,312291328.0,692146176.0,2217680896.0,5907.0,2944.0,0.0,5.0,769.0,22.0,7.0,0.0,0.0
2.494,1.247,96.259,0.0,0.0,0.0,529698816.0,312291328.0,690765824.0,2218950656.0,4285.0,2112.0,0.0,0.0,769.0,22.0,7.0,0.0,0.0
2.500,1.250,96.250,0.0,0.0,0.0,529670144.0,312291328.0,690667520.0,2219077632.0,4379.0,2104.0,0.0,0.0,768.0,21.0,7.0,0.0,0.0
2.250,1.250,95.750,0.750,0.0,0.0,529657856.0,312299520.0,690671616.0,2219077632.0,5707.0,2936.0,0.0,5.0,770.0,23.0,7.0,0.0,0.0
2.256,1.504,96.241,0.0,0.0,0.0,529653760.0,312299520.0,690675712.0,2219077632.0,3855.0,1692.0,0.0,0.0,768.0,21.0,7.0,0.0,0.0
2.736,1.741,94.776,0.746,0.0,0.0,529739776.0,312307712.0,690700288.0,2218958848.0,6815.0,3916.0,0.0,3.0,770.0,23.0,7.0,0.0,0.0
2.267,1.259,96.474,0.0,0.0,0.0,529727488.0,312307712.0,690712576.0,2218958848.0,6618.0,3780.0,0.0,0.0,771.0,24.0,7.0,0.0,0.0
2.244,1.496,96.259,0.0,0.0,0.0,529793024.0,312307712.0,690774016.0,2218831872.0,10238.0,5328.0,0.0,0.0,770.0,23.0,7.0,0.0,0.0
2.750,1.750,95.250,0.0,0.0,0.250,530272256.0,312307712.0,690724864.0,2218401792.0,6852.0,3776.0,0.0,5.0,770.0,23.0,7.0,0.0,0.0
2.010,1.508,95.729,0.754,0.0,0.0,530227200.0,312315904.0,690769920.0,2218393600.0,8013.0,4200.0,0.0,3.0,768.0,21.0,7.0,0.0,0.0
2.267,1.259,95.718,0.756,0.0,0.0,530124800.0,312324096.0,692133888.0,2217123840.0,8671.0,3010.0,0.0,5.0,770.0,23.0,7.0,0.0,0.0
2.250,1.500,96.250,0.0,0.0,0.0,530350080.0,312324096.0,692162560.0,2216869888.0,19255.0,4305.0,0.0,0.0,770.0,23.0,7.0,0.0,0.0
2.506,1.253,96.241,0.0,0.0,0.0,530681856.0,312324096.0,690814976.0,2217885696.0,10064.0,2396.0,0.0,0.0,767.0,20.0,7.0,0.0,0.0
2.010,1.256,96.231,0.503,0.0,0.0,530763776.0,312328192.0,690737152.0,2217877504.0,8496.0,3080.0,0.0,3.0,770.0,23.0,7.0,0.0,0.0
2.250,1.500,96.250,0.0,0.0,0.0,530690048.0,312328192.0,690683904.0,2218004480.0,5911.0,2878.0,0.0,0.0,768.0,21.0,7.0,0.0,0.0
2.743,1.496,94.514,0.998,0.0,0.249,530673664.0,312344576.0,690683904.0,2218004480.0,6222.0,3056.0,0.0,10.0,770.0,23.0,7.0,0.0,0.0
2.750,1.500,95.750,0.0,0.0,0.0,530722816.0,312344576.0,690634752.0,2218004480.0,7979.0,3998.0,0.0,0.0,770.0,23.0,7.0,0.0,0.0
2.500,1.500,96.0,0.0,0.0,0.0,530771968.0,312344576.0,690696192.0,2217893888.0,8753.0,4706.0,0.0,0.0,770.0,23.0,7.0,0.0,0.0
2.500,1.750,95.500,0.0,0.0,0.250,530677760.0,312344576.0,690663424.0,2218020864.0,8968.0,4974.0,0.0,0.0,769.0,22.0,7.0,0.0,0.0
2.500,1.750,95.750,0.0,0.0,0.0,530771968.0,312344576.0,690704384.0,2217885696.0,7706.0,4118.0,0.0,0.0,771.0,24.0,7.0,0.0,0.0
2.506,1.754,94.987,0.752,0.0,0.0,530755584.0,312352768.0,690712576.0,2217885696.0,10930.0,5872.0,0.0,4.0,769.0,22.0,7.0,0.0,0.0
3.008,1.754,94.737,0.501,0.0,0.0,530767872.0,312360960.0,690692096.0,2217885696.0,8269.0,4340.0,0.0,3.0,769.0,22.0,7.0,0.0,0.0
2.005,1.504,96.491,0.0,0.0,0.0,530608128.0,312360960.0,690835456.0,2217902080.0,4885.0,2178.0,0.0,0.0,769.0,22.0,7.0,0.0,0.0
3.258,2.005,93.734,1.003,0.0,0.0,530845696.0,312369152.0,690606080.0,2217885696.0,7752.0,4068.0,0.0,7.0,768.0,21.0,7.0,0.0,0.0
2.500,1.750,95.750,0.0,0.0,0.0,530624512.0,312369152.0,690700288.0,2218012672.0,5675.0,2804.0,0.0,0.0,770.0,23.0,7.0,0.0,0.0
3.008,1.504,94.737,0.752,0.0,0.0,530833408.0,312377344.0,690737152.0,2217758720.0,6314.0,3088.0,0.0,5.0,769.0,22.0,7.0,0.0,0.0
3.0,2.0,95.0,0.0,0.0,0.0,530862080.0,312377344.0,690708480.0,2217758720.0,9323.0,5110.0,0.0,0.0,771.0,24.0,7.0,0.0,0.0
2.506,1.253,95.489,0.501,0.0,0.251,530792448.0,312385536.0,690769920.0,2217758720.0,6459.0,3174.0,0.0,3.0,767.0,20.0,7.0,0.0,0.0
2.250,1.500,96.250,0.0,0.0,0.0,530792448.0,312385536.0,690769920.0,2217758720.0,3994.0,1968.0,0.0,0.0,768.0,21.0,7.0,0.0,0.0
2.750,1.250,96.0,0.0,0.0,0.0,530747392.0,312385536.0,690688000.0,2217885696.0,5781.0,3010.0,0.0,0.0,769.0,22.0,7.0,0.0,0.0
2.494,1.496,95.012,0.998,0.0,0.0,530862080.0,312393728.0,690692096.0,2217758720.0,5219.0,2524.0,0.0,3.0,768.0,21.0,7.0,0.0,0.0
2.993,1.746,95.262,0.0,0.0,0.0,530956288.0,312393728.0,690724864.0,2217631744.0,9602.0,4900.0,0.0,0.0,770.0,23.0,7.0,0.0,0.0
2.519,1.763,95.718,0.0,0.0,0.0,530993152.0,312393728.0,692084736.0,2216235008.0,10763.0,5810.0,0.0,0.0,770.0,23.0,7.0,0.0,0.0
2.256,1.003,96.241,0.501,0.0,0.0,530931712.0,312401920.0,692137984.0,2216235008.0,2672.0,1128.0,0.0,4.0,768.0,21.0,7.0,0.0,0.0
2.750,1.750,94.750,0.750,0.0,0.0,531423232.0,312410112.0,690098176.0,2217775104.0,5261.0,2598.0,0.0,4.0,768.0,21.0,7.0,0.0,0.0
3.258,1.504,94.236,1.003,0.0,0.0,531550208.0,312418304.0,690089984.0,2217648128.0,11449.0,5876.0,0.0,7.0,771.0,24.0,7.0,0.0,0.0
2.757,1.253,95.739,0.0,0.0,0.251,531619840.0,312418304.0,690147328.0,2217521152.0,9051.0,4838.0,0.0,0.0,770.0,23.0,7.0,0.0,0.0
2.993,1.746,95.262,0.0,0.0,0.0,531574784.0,312418304.0,690184192.0,2217529344.0,11205.0,6300.0,0.0,0.0,769.0,22.0,7.0,0.0,0.0
1.508,1.759,96.734,0.0,0.0,0.0,531574784.0,312422400.0,690188288.0,2217521152.0,3381.0,1692.0,0.0,5.0,769.0,22.0,7.0,0.0,0.0
3.759,1.754,93.734,0.752,0.0,0.0,531525632.0,312430592.0,690110464.0,2217639936.0,9606.0,5188.0,0.0,3.0,769.0,22.0,7.0,0.0,0.0
3.008,1.754,94.236,1.003,0.0,0.0,531537920.0,312446976.0,690003968.0,2217717760.0,11796.0,6568.0,0.0,7.0,771.0,24.0,7.0,0.0,0.0
2.771,1.763,95.466,0.0,0.0,0.0,531447808.0,312446976.0,690094080.0,2217717760.0,8709.0,4624.0,0.0,0.0,769.0,22.0,7.0,0.0,0.0
3.0,1.750,95.250,0.0,0.0,0.0,531435520.0,312446976.0,690073600.0,2217750528.0,9347.0,4978.0,0.0,0.0,769.0,22.0,7.0,0.0,0.0
3.242,1.995,94.514,0.0,0.0,0.249,531431424.0,312446976.0,690077696.0,2217750528.0,12851.0,7054.0,0.0,1.0,770.0,23.0,7.0,0.0,0.0
3.008,1.754,95.238,0.0,0.0,0.0,531415040.0,312446976.0,690204672.0,2217639936.0,9434.0,4834.0,0.0,0.0,769.0,22.0,7.0,0.0,0.0
2.506,1.504,94.737,1.253,0.0,0.0,531419136.0,312463360.0,690184192.0,2217639936.0,13029.0,7194.0,0.0,10.0,771.0,24.0,7.0,0.0,0.0
2.764,1.508,95.729,0.0,0.0,0.0,531533824.0,312463360.0,690069504.0,2217639936.0,9447.0,5106.0,0.0,0.0,770.0,23.0,7.0,0.0,0.0
2.261,1.759,95.980,0.0,0.0,0.0,531369984.0,312463360.0,690106368.0,2217766912.0,9135.0,5048.0,0.0,0.0,768.0,21.0,7.0,0.0,0.0
2.244,1.995,95.511,0.0,0.0,0.249,531365888.0,312463360.0,690110464.0,2217766912.0,9188.0,5044.0,0.0,1.0,770.0,23.0,7.0,0.0,0.0
2.750,1.750,95.500,0.0,0.0,0.0,531361792.0,312463360.0,690114560.0,2217766912.0,9246.0,5060.0,0.0,0.0,768.0,21.0,7.0,0.0,0.0
2.250,1.500,95.250,1.0,0.0,0.0,531509248.0,312471552.0,690085888.0,2217639936.0,4251.0,1618.0,0.0,4.0,769.0,22.0,7.0,0.0,0.0
2.993,2.244,93.516,1.247,0.0,0.0,531525632.0,312479744.0,690061312.0,2217639936.0,14870.0,8582.0,0.0,2.0,770.0,23.0,7.0,0.0,0.0
2.757,2.005,95.238,0.0,0.0,0.0,531570688.0,312479744.0,690016256.0,2217639936.0,12718.0,7058.0,0.0,0.0,770.0,23.0,7.0,0.0,0.0
2.750,2.0,95.250,0.0,0.0,0.0,531505152.0,312479744.0,690081792.0,2217639936.0,10197.0,5662.0,0.0,0.0,769.0,22.0,7.0,0.0,0.0
3.759,2.005,94.236,0.0,0.0,0.0,531607552.0,312479744.0,691519488.0,2216099840.0,12038.0,6844.0,0.0,0.0,770.0,23.0,7.0,0.0,0.0
2.757,1.754,94.737,0.752,0.0,0.0,531677184.0,312487936.0,691568640.0,2215972864.0,5403.0,2590.0,0.0,7.0,768.0,21.0,7.0,0.0,0.0
3.250,2.0,94.500,0.0,0.0,0.250,531808256.0,312487936.0,690040832.0,2217369600.0,11343.0,6362.0,0.0,0.0,771.0,24.0,7.0,0.0,0.0
3.250,2.0,94.0,0.750,0.0,0.0,531750912.0,312496128.0,690073600.0,2217385984.0,12539.0,6922.0,0.0,2.0,769.0,22.0,7.0,0.0,0.0
3.500,1.750,94.750,0.0,0.0,0.0,531742720.0,312496128.0,690081792.0,2217385984.0,8136.0,4546.0,0.0,5.0,769.0,22.0,7.0,0.0,0.0
3.509,1.504,94.987,0.0,0.0,0.0,531738624.0,312496128.0,690085888.0,2217385984.0,9656.0,4908.0,0.0,0.0,768.0,21.0,7.0,0.0,0.0
3.258,2.256,93.985,0.501,0.0,0.0,531730432.0,312504320.0,690085888.0,2217385984.0,9351.0,5110.0,0.0,4.0,769.0,22.0,7.0,0.0,0.0
3.266,1.256,95.477,0.0,0.0,0.0,531591168.0,312504320.0,690098176.0,2217512960.0,6054.0,2878.0,0.0,0.0,768.0,21.0,7.0,0.0,0.0
3.008,1.754,95.238,0.0,0.0,0.0,531742720.0,312504320.0,690073600.0,2217385984.0,7748.0,4134.0,0.0,0.0,769.0,22.0,7.0,0.0,0.0
2.250,1.500,95.500,0.750,0.0,0.0,531730432.0,312512512.0,690077696.0,2217385984.0,3713.0,1346.0,0.0,3.0,767.0,20.0,7.0,0.0,0.0
2.993,1.995,95.012,0.0,0.0,0.0,531738624.0,312512512.0,690077696.0,2217377792.0,7572.0,3788.0,0.0,0.0,767.0,20.0,7.0,0.0,0.0
2.757,1.504,94.737,0.752,0.0,0.251,531144704.0,312520704.0,691425280.0,2216615936.0,6305.0,3150.0,0.0,7.0,768.0,21.0,7.0,0.0,0.0
3.008,1.754,95.238,0.0,0.0,0.0,531156992.0,312520704.0,691539968.0,2216488960.0,7047.0,3710.0,0.0,0.0,771.0,24.0,7.0,0.0,0.0
2.757,2.005,95.238,0.0,0.0,0.0,531832832.0,312520704.0,690229248.0,2217123840.0,11439.0,6308.0,0.0,0.0,768.0,21.0,7.0,0.0,0.0
2.757,1.754,95.489,0.0,0.0,0.0,532008960.0,312524800.0,690176000.0,2216996864.0,5667.0,4512.0,0.0,5.0,769.0,22.0,7.0,0.0,0.0
4.523,2.261,92.714,0.503,0.0,0.0,532582400.0,312532992.0,690102272.0,2216488960.0,9286.0,4974.0,0.0,3.0,768.0,21.0,7.0,0.0,0.0
3.500,2.0,93.750,0.750,0.0,0.0,532230144.0,312541184.0,690065408.0,2216869888.0,12350.0,4768.0,0.0,5.0,769.0,22.0,7.0,0.0,0.0
4.261,1.754,93.985,0.0,0.0,0.0,532209664.0,312541184.0,690085888.0,2216869888.0,23861.0,8731.0,0.0,0.0,768.0,21.0,7.0,0.0,0.0
3.250,2.0,94.500,0.0,0.0,0.250,532205568.0,312541184.0,690089984.0,2216869888.0,14716.0,5600.0,0.0,0.0,769.0,23.0,7.0,0.0,0.0
3.258,1.754,94.236,0.752,0.0,0.0,532189184.0,312545280.0,690094080.0,2216878080.0,9315.0,3612.0,0.0,8.0,769.0,22.0,7.0,0.0,0.0
3.509,1.754,94.737,0.0,0.0,0.0,532180992.0,312545280.0,690102272.0,2216878080.0,7890.0,4142.0,0.0,0.0,768.0,22.0,7.0,0.0,0.0
3.015,2.261,93.216,1.508,0.0,0.0,532168704.0,312561664.0,690098176.0,2216878080.0,9220.0,4872.0,0.0,8.0,769.0,22.0,7.0,0.0,0.0
4.010,2.005,93.985,0.0,0.0,0.0,532312064.0,312561664.0,690081792.0,2216751104.0,14685.0,9215.0,0.0,0.0,771.0,24.0,7.0,0.0,0.0
2.500,1.750,95.500,0.0,0.0,0.250,532307968.0,312561664.0,690212864.0,2216624128.0,12604.0,6934.0,0.0,0.0,767.0,20.0,7.0,0.0,0.0
2.750,1.750,95.500,0.0,0.0,0.0,532414464.0,312561664.0,690241536.0,2216488960.0,7139.0,3858.0,0.0,1.0,769.0,22.0,7.0,0.0,0.0
3.258,1.504,95.238,0.0,0.0,0.0,532635648.0,312561664.0,690147328.0,2216361984.0,8236.0,3994.0,0.0,0.0,769.0,22.0,7.0,0.0,0.0
2.513,1.508,95.226,0.754,0.0,0.0,532553728.0,312569856.0,690094080.0,2216488960.0,5728.0,2882.0,0.0,7.0,768.0,21.0,7.0,0.0,0.0
3.741,1.995,93.766,0.249,0.0,0.249,532434944.0,312578048.0,690077696.0,2216615936.0,10426.0,5596.0,0.0,3.0,768.0,21.0,7.0,0.0,0.0
3.242,1.995,94.763,0.0,0.0,0.0,532426752.0,312578048.0,690085888.0,2216615936.0,7736.0,4402.0,0.0,0.0,768.0,21.0,7.0,0.0,0.0
4.0,2.250,92.750,1.0,0.0,0.0,532643840.0,312586240.0,690114560.0,2216361984.0,11947.0,6514.0,0.0,4.0,768.0,21.0,7.0,0.0,0.0
2.750,1.0,96.250,0.0,0.0,0.0,532762624.0,312586240.0,690122752.0,2216235008.0,2635.0,926.0,0.0,0.0,767.0,20.0,7.0,0.0,0.0
3.008,1.754,95.238,0.0,0.0,0.0,533393408.0,312586240.0,690126848.0,2215600128.0,4238.0,2108.0,0.0,0.0,767.0,20.0,7.0,0.0,0.0
3.500,1.750,93.750,0.750,0.0,0.250,533585920.0,312594432.0,690180096.0,2215346176.0,8619.0,4570.0,0.0,4.0,770.0,23.0,7.0,0.0,0.0
3.258,1.754,94.486,0.501,0.0,0.0,533204992.0,312602624.0,691568640.0,2214330368.0,11432.0,5954.0,0.0,3.0,769.0,22.0,7.0,0.0,0.0
3.769,2.010,94.221,0.0,0.0,0.0,533204992.0,312602624.0,691568640.0,2214330368.0,16523.0,9524.0,0.0,0.0,769.0,22.0,7.0,0.0,0.0
3.0,2.0,95.0,0.0,0.0,0.0,533819392.0,312602624.0,690192384.0,2215092224.0,10571.0,5810.0,0.0,0.0,770.0,23.0,7.0,0.0,0.0
3.258,1.754,94.987,0.0,0.0,0.0,533893120.0,312602624.0,690126848.0,2215084032.0,8172.0,4340.0,0.0,0.0,768.0,21.0,7.0,0.0,0.0
3.741,2.494,92.519,0.998,0.0,0.249,533880832.0,312610816.0,690130944.0,2215084032.0,13487.0,7144.0,0.0,6.0,769.0,22.0,7.0,0.0,0.0
3.990,2.244,93.766,0.0,0.0,0.0,533958656.0,312610816.0,690053120.0,2215084032.0,10569.0,6148.0,0.0,0.0,767.0,20.0,7.0,0.0,0.0
2.250,1.500,95.500,0.750,0.0,0.0,534048768.0,312619008.0,690081792.0,2214957056.0,3174.0,1474.0,0.0,8.0,769.0,22.0,7.0,0.0,0.0
2.750,1.750,95.500,0.0,0.0,0.0,534040576.0,312619008.0,690089984.0,2214957056.0,5494.0,2322.0,0.0,0.0,768.0,21.0,7.0,0.0,0.0
2.494,1.746,95.511,0.0,0.0,0.249,533913600.0,312619008.0,690089984.0,2215084032.0,5318.0,2112.0,0.0,0.0,768.0,21.0,7.0,0.0,0.0
2.771,1.511,94.962,0.756,0.0,0.0,533901312.0,312627200.0,690094080.0,2215084032.0,8195.0,3998.0,0.0,4.0,767.0,20.0,7.0,0.0,0.0
3.250,1.750,95.0,0.0,0.0,0.0,534048768.0,312627200.0,690184192.0,2214846464.0,13771.0,7506.0,0.0,0.0,768.0,21.0,7.0,0.0,0.0
3.0,1.750,95.250,0.0,0.0,0.0,533843968.0,312627200.0,691658752.0,2213576704.0,9737.0,5180.0,0.0,1.0,767.0,20.0,7.0,0.0,0.0
