"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","root"
"Cmdline:","dstat -cmnr --socket --output r_pub_sys_stat.csv",,,,"Date:","31 Oct 2014 05:24:41 CST"

"total cpu usage",,,,,,"memory usage",,,,"net/total",,"io/total",,"sockets",,,,
4.010,1.253,92.982,1.754,0.0,0.0,539131904.0,320684032.0,705437696.0,2186452992.0,3921.0,1520.0,0.0,6.0,786.0,18.0,7.0,0.0,0.0
4.489,1.496,93.017,0.998,0.0,0.0,538996736.0,320692224.0,705437696.0,2186579968.0,3411.0,948.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
3.509,1.253,95.238,0.0,0.0,0.0,538365952.0,320692224.0,706830336.0,2185818112.0,1355.0,132.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.010,1.504,94.486,0.0,0.0,0.0,538533888.0,320692224.0,706789376.0,2185691136.0,2456.0,606.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.511,1.003,93.734,0.752,0.0,0.0,539029504.0,320700416.0,706793472.0,2185183232.0,1502.0,132.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
3.500,1.250,94.250,1.0,0.0,0.0,538996736.0,320708608.0,706818048.0,2185183232.0,2490.0,528.0,0.0,7.0,787.0,19.0,7.0,0.0,0.0
5.500,2.0,92.500,0.0,0.0,0.0,540061696.0,320708608.0,705355776.0,2185580544.0,2179.0,660.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.261,1.003,94.737,0.0,0.0,0.0,539475968.0,320708608.0,706498560.0,2185023488.0,2050.0,132.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
3.750,1.0,95.250,0.0,0.0,0.0,539443200.0,320708608.0,706658304.0,2184896512.0,2116.0,528.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
3.509,1.003,95.489,0.0,0.0,0.0,540033024.0,320708608.0,705306624.0,2185658368.0,1078.0,66.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
3.769,1.005,94.221,1.005,0.0,0.0,539856896.0,320724992.0,705466368.0,2185658368.0,5119.0,1932.0,0.0,8.0,787.0,19.0,7.0,0.0,0.0
3.509,1.253,95.238,0.0,0.0,0.0,539631616.0,320724992.0,705437696.0,2185912320.0,2032.0,738.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
3.759,1.504,94.737,0.0,0.0,0.0,539635712.0,320724992.0,705433600.0,2185912320.0,2092.0,738.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
3.741,1.496,94.763,0.0,0.0,0.0,539586560.0,320724992.0,705490944.0,2185904128.0,2442.0,660.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
3.509,1.003,95.489,0.0,0.0,0.0,539594752.0,320724992.0,705490944.0,2185895936.0,986.0,78.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
3.759,1.253,94.236,0.752,0.0,0.0,539660288.0,320733184.0,706686976.0,2184626176.0,2364.0,738.0,0.0,6.0,787.0,19.0,7.0,0.0,0.0
4.239,1.496,93.516,0.748,0.0,0.0,539734016.0,320741376.0,706629632.0,2184601600.0,3027.0,738.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
4.010,1.003,94.987,0.0,0.0,0.0,539734016.0,320741376.0,706629632.0,2184601600.0,2825.0,660.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
3.750,1.250,95.0,0.0,0.0,0.0,539828224.0,320741376.0,706662400.0,2184474624.0,2115.0,660.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
2.757,1.003,96.241,0.0,0.0,0.0,539910144.0,320741376.0,705310720.0,2185744384.0,1324.0,78.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
3.759,1.504,93.985,0.752,0.0,0.0,539869184.0,320749568.0,705470464.0,2185617408.0,10963.0,2395.0,0.0,8.0,786.0,18.0,7.0,0.0,0.0
4.261,1.253,94.486,0.0,0.0,0.0,539684864.0,320749568.0,705527808.0,2185744384.0,11662.0,870.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.500,1.750,92.250,0.500,0.0,0.0,538587136.0,320757760.0,705425408.0,2186936320.0,8182.0,660.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
3.759,0.752,95.489,0.0,0.0,0.0,538214400.0,320757760.0,705449984.0,2187284480.0,5067.0,660.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.0,1.250,94.750,0.0,0.0,0.0,538345472.0,320757760.0,705318912.0,2187284480.0,2399.0,594.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
3.750,1.500,94.0,0.750,0.0,0.0,538443776.0,320765952.0,705212416.0,2187284480.0,2800.0,636.0,0.0,5.0,787.0,19.0,7.0,0.0,0.0
4.010,1.003,94.987,0.0,0.0,0.0,536834048.0,320765952.0,706568192.0,2187538432.0,2298.0,672.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
6.266,1.504,92.231,0.0,0.0,0.0,536207360.0,320765952.0,706560000.0,2188173312.0,2629.0,594.0,0.0,8.0,787.0,19.0,7.0,0.0,0.0
4.0,1.250,93.500,1.250,0.0,0.0,536604672.0,320782336.0,705257472.0,2189062144.0,2856.0,594.0,0.0,5.0,787.0,19.0,7.0,0.0,0.0
3.741,1.247,95.012,0.0,0.0,0.0,536444928.0,320782336.0,705273856.0,2189205504.0,2049.0,594.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.261,1.253,93.484,0.752,0.0,0.251,535891968.0,320790528.0,706707456.0,2188316672.0,5628.0,2584.0,0.0,7.0,787.0,19.0,7.0,0.0,0.0
4.500,1.500,94.0,0.0,0.0,0.0,534704128.0,320790528.0,705355776.0,2190856192.0,2511.0,738.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.762,1.253,93.985,0.0,0.0,0.0,534642688.0,320790528.0,705417216.0,2190856192.0,2810.0,738.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
4.282,1.259,94.458,0.0,0.0,0.0,534765568.0,320790528.0,705421312.0,2190729216.0,2786.0,816.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.975,1.493,92.537,0.995,0.0,0.0,534855680.0,320806912.0,705298432.0,2190745600.0,3169.0,816.0,0.0,5.0,787.0,19.0,7.0,0.0,0.0
5.514,1.253,92.481,0.752,0.0,0.0,534736896.0,320815104.0,705409024.0,2190745600.0,3463.0,1398.0,0.0,7.0,787.0,19.0,7.0,0.0,0.0
5.025,1.759,93.216,0.0,0.0,0.0,534458368.0,320815104.0,706703360.0,2189729792.0,2363.0,660.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
9.0,3.0,88.0,0.0,0.0,0.0,534667264.0,320815104.0,713121792.0,2183102464.0,3206.0,660.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
4.489,1.496,94.015,0.0,0.0,0.0,534847488.0,320815104.0,711544832.0,2184499200.0,2753.0,660.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.762,1.253,93.985,0.0,0.0,0.0,535482368.0,320815104.0,706084864.0,2189324288.0,2841.0,660.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.025,1.508,92.211,1.256,0.0,0.0,535560192.0,320831488.0,706752512.0,2188562432.0,6689.0,2304.0,0.0,10.0,787.0,19.0,7.0,0.0,0.0
3.750,1.250,95.0,0.0,0.0,0.0,535633920.0,320831488.0,705409024.0,2189832192.0,2849.0,738.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
3.990,1.247,94.763,0.0,0.0,0.0,535564288.0,320831488.0,705478656.0,2189832192.0,2794.0,1002.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
4.511,1.253,94.236,0.0,0.0,0.0,535547904.0,320831488.0,705368064.0,2189959168.0,4876.0,1310.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.489,1.247,94.264,0.0,0.0,0.0,535572480.0,320831488.0,705343488.0,2189959168.0,3057.0,594.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.261,1.253,93.985,0.501,0.0,0.0,535527424.0,320839680.0,705253376.0,2190086144.0,3990.0,1188.0,0.0,7.0,787.0,19.0,7.0,0.0,0.0
4.750,1.0,93.750,0.500,0.0,0.0,535511040.0,320847872.0,705261568.0,2190086144.0,3032.0,816.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
3.759,1.003,95.238,0.0,0.0,0.0,535511040.0,320847872.0,705261568.0,2190086144.0,2705.0,660.0,0.0,8.0,787.0,19.0,7.0,0.0,0.0
3.518,1.005,95.477,0.0,0.0,0.0,534921216.0,320847872.0,706613248.0,2189324288.0,3724.0,1230.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
3.0,1.250,95.750,0.0,0.0,0.0,535191552.0,320847872.0,706596864.0,2189070336.0,3446.0,672.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.020,1.256,94.724,0.0,0.0,0.0,535015424.0,320847872.0,706772992.0,2189070336.0,5710.0,2452.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
3.750,1.250,94.250,0.750,0.0,0.0,535113728.0,320856064.0,705396736.0,2190340096.0,2625.0,594.0,0.0,8.0,787.0,19.0,7.0,0.0,0.0
5.263,1.003,92.982,0.752,0.0,0.0,534073344.0,320864256.0,705462272.0,2191306752.0,3973.0,1188.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
3.990,1.496,94.514,0.0,0.0,0.0,533983232.0,320864256.0,705409024.0,2191450112.0,3319.0,1266.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.489,1.247,94.264,0.0,0.0,0.0,533995520.0,320864256.0,705269760.0,2191577088.0,2331.0,594.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.271,1.256,94.472,0.0,0.0,0.0,533995520.0,320864256.0,705269760.0,2191577088.0,3752.0,1422.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.010,1.253,93.985,0.752,0.0,0.0,534114304.0,320872448.0,705269760.0,2191450112.0,2266.0,672.0,0.0,7.0,787.0,19.0,7.0,0.0,0.0
4.511,1.253,94.236,0.0,0.0,0.0,534114304.0,320872448.0,705269760.0,2191450112.0,3497.0,1344.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
3.258,1.253,94.737,0.752,0.0,0.0,534102016.0,320880640.0,705273856.0,2191450112.0,3982.0,1266.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
4.010,1.253,94.737,0.0,0.0,0.0,534040576.0,320880640.0,706605056.0,2190180352.0,2421.0,594.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.511,1.253,94.236,0.0,0.0,0.0,534003712.0,320880640.0,706768896.0,2190053376.0,5674.0,2382.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
3.509,1.253,94.737,0.501,0.0,0.0,534077440.0,320888832.0,705417216.0,2191323136.0,3701.0,1188.0,0.0,8.0,787.0,19.0,7.0,0.0,0.0
3.990,0.998,95.012,0.0,0.0,0.0,533905408.0,320888832.0,705462272.0,2191450112.0,3162.0,1188.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
4.020,1.256,94.724,0.0,0.0,0.0,534122496.0,320888832.0,705245184.0,2191450112.0,2649.0,732.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.261,1.253,93.985,0.501,0.0,0.0,534085632.0,320897024.0,705273856.0,2191450112.0,3976.0,1188.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
3.500,1.0,95.500,0.0,0.0,0.0,534085632.0,320897024.0,705273856.0,2191450112.0,3544.0,1188.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
3.759,1.504,93.985,0.752,0.0,0.0,534077440.0,320905216.0,705273856.0,2191450112.0,3166.0,1188.0,0.0,4.0,787.0,19.0,7.0,0.0,0.0
5.514,1.754,92.732,0.0,0.0,0.0,534073344.0,320905216.0,705277952.0,2191450112.0,3871.0,1188.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
4.0,1.250,94.750,0.0,0.0,0.0,533962752.0,320905216.0,705277952.0,2191560704.0,2077.0,594.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.261,1.253,94.486,0.0,0.0,0.0,533958656.0,320905216.0,705282048.0,2191560704.0,3019.0,1266.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.762,1.253,93.484,0.501,0.0,0.0,533757952.0,320913408.0,706744320.0,2190290944.0,5816.0,2374.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
3.741,1.496,94.264,0.499,0.0,0.0,533815296.0,320921600.0,706805760.0,2190163968.0,3176.0,1344.0,0.0,7.0,787.0,19.0,7.0,0.0,0.0
4.500,1.250,94.250,0.0,0.0,0.0,534433792.0,320921600.0,705425408.0,2190925824.0,3491.0,1422.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
4.0,1.250,94.750,0.0,0.0,0.0,534507520.0,320921600.0,705351680.0,2190925824.0,3807.0,1344.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
3.500,1.500,95.0,0.0,0.0,0.0,534585344.0,320921600.0,705273856.0,2190925824.0,3378.0,1188.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.0,1.250,94.750,0.0,0.0,0.0,534585344.0,320921600.0,705273856.0,2190925824.0,3378.0,1188.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
3.759,1.253,93.233,1.754,0.0,0.0,534675456.0,320937984.0,705261568.0,2190831616.0,3798.0,1266.0,0.0,7.0,787.0,19.0,7.0,0.0,0.0
4.010,1.003,94.987,0.0,0.0,0.0,534392832.0,320937984.0,705273856.0,2191101952.0,3405.0,1344.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
4.750,1.0,94.250,0.0,0.0,0.0,534392832.0,320937984.0,705273856.0,2191101952.0,3669.0,1422.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.726,1.493,93.781,0.0,0.0,0.0,534388736.0,320937984.0,705277952.0,2191101952.0,3943.0,1266.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.239,1.496,94.015,0.0,0.0,0.249,534175744.0,320937984.0,706760704.0,2189832192.0,12527.0,3059.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.261,1.253,93.985,0.501,0.0,0.0,534286336.0,320946176.0,706768896.0,2189705216.0,11981.0,1134.0,0.0,4.0,787.0,19.0,7.0,0.0,0.0
4.762,1.253,93.484,0.501,0.0,0.0,534564864.0,320954368.0,706736128.0,2189451264.0,9810.0,1740.0,0.0,9.0,787.0,19.0,7.0,0.0,0.0
6.750,1.750,91.500,0.0,0.0,0.0,534282240.0,320954368.0,706510848.0,2189959168.0,5555.0,1134.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.511,1.253,94.236,0.0,0.0,0.0,534319104.0,320954368.0,706600960.0,2189832192.0,3189.0,1200.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.261,1.253,94.486,0.0,0.0,0.0,534441984.0,320954368.0,706605056.0,2189705216.0,3810.0,1176.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.0,1.0,94.0,1.0,0.0,0.0,534179840.0,320962560.0,706605056.0,2189959168.0,3155.0,1134.0,0.0,5.0,787.0,19.0,7.0,0.0,0.0
4.489,1.496,94.015,0.0,0.0,0.0,534306816.0,320962560.0,706605056.0,2189832192.0,4306.0,1728.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.774,1.508,93.467,0.251,0.0,0.0,534888448.0,320970752.0,705253376.0,2190594048.0,3303.0,1212.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
4.750,1.250,94.0,0.0,0.0,0.0,534970368.0,320970752.0,705298432.0,2190467072.0,2874.0,1056.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.0,1.500,94.500,0.0,0.0,0.0,534966272.0,320970752.0,706699264.0,2189070336.0,4313.0,1706.0,0.0,0.0,785.0,17.0,7.0,0.0,0.0
4.762,1.754,92.732,0.752,0.0,0.0,534876160.0,320978944.0,706781184.0,2189070336.0,5328.0,2136.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
5.764,1.754,92.481,0.0,0.0,0.0,534847488.0,320978944.0,706809856.0,2189070336.0,4617.0,1896.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
4.726,1.741,93.532,0.0,0.0,0.0,534618112.0,320978944.0,706785280.0,2189324288.0,3518.0,1320.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.511,1.253,92.982,1.253,0.0,0.0,534749184.0,320995328.0,706637824.0,2189324288.0,4690.0,1716.0,0.0,5.0,787.0,19.0,7.0,0.0,0.0
5.250,1.500,93.250,0.0,0.0,0.0,534794240.0,320995328.0,706592768.0,2189324288.0,3820.0,1596.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.514,1.253,91.980,1.253,0.0,0.0,534781952.0,321003520.0,706596864.0,2189324288.0,4483.0,1584.0,0.0,9.0,787.0,19.0,7.0,0.0,0.0
4.500,1.750,93.750,0.0,0.0,0.0,534781952.0,321003520.0,706596864.0,2189324288.0,4903.0,1752.0,0.0,1.0,787.0,19.0,7.0,0.0,0.0
5.764,1.754,92.481,0.0,0.0,0.0,535302144.0,321003520.0,706711552.0,2188689408.0,3733.0,1410.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.511,1.253,94.236,0.0,0.0,0.0,535298048.0,321003520.0,706715648.0,2188689408.0,4564.0,1542.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.250,1.750,93.500,0.500,0.0,0.0,535527424.0,321011712.0,706637824.0,2188529664.0,7047.0,2736.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
3.759,1.504,93.734,1.003,0.0,0.0,535318528.0,321019904.0,705441792.0,2189926400.0,5207.0,2094.0,0.0,5.0,787.0,19.0,7.0,0.0,0.0
4.489,1.247,94.264,0.0,0.0,0.0,535314432.0,321019904.0,705445888.0,2189926400.0,4423.0,1518.0,0.0,5.0,787.0,19.0,7.0,0.0,0.0
4.786,1.511,93.703,0.0,0.0,0.0,535220224.0,321019904.0,706682880.0,2188783616.0,4149.0,1452.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.738,1.496,93.766,0.0,0.0,0.0,535027712.0,321019904.0,706621440.0,2189037568.0,4683.0,1782.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.020,1.005,94.975,0.0,0.0,0.0,535089152.0,321019904.0,705273856.0,2190323712.0,4629.0,1422.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.250,1.500,93.0,1.250,0.0,0.0,535109632.0,321036288.0,705236992.0,2190323712.0,5173.0,2016.0,0.0,12.0,787.0,19.0,7.0,0.0,0.0
5.013,1.003,93.985,0.0,0.0,0.0,535089152.0,321036288.0,705241088.0,2190340096.0,3913.0,1422.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
4.250,1.500,94.250,0.0,0.0,0.0,535085056.0,321036288.0,705245184.0,2190340096.0,5538.0,1860.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.489,1.247,94.264,0.0,0.0,0.0,535212032.0,321036288.0,705245184.0,2190213120.0,5245.0,1938.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.511,1.504,93.985,0.0,0.0,0.0,535031808.0,321036288.0,706822144.0,2188816384.0,5385.0,2262.0,0.0,0.0,786.0,18.0,7.0,0.0,0.0
5.276,1.256,92.714,0.754,0.0,0.0,534675456.0,321044480.0,706772992.0,2189213696.0,5015.0,2284.0,0.0,6.0,787.0,19.0,7.0,0.0,0.0
5.276,1.256,92.965,0.503,0.0,0.0,534695936.0,321052672.0,706744320.0,2189213696.0,5301.0,2106.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
4.988,1.496,93.516,0.0,0.0,0.0,534921216.0,321052672.0,706519040.0,2189213696.0,5217.0,2288.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
7.0,1.750,91.250,0.0,0.0,0.0,534986752.0,321052672.0,706551808.0,2189115392.0,4469.0,1938.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.025,1.256,93.467,0.0,0.0,0.251,534982656.0,321052672.0,706555904.0,2189115392.0,4132.0,1332.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.738,1.496,93.267,0.499,0.0,0.0,534425600.0,321060864.0,706547712.0,2189672448.0,4868.0,2070.0,0.0,6.0,787.0,19.0,7.0,0.0,0.0
4.750,1.500,93.750,0.0,0.0,0.0,534675456.0,321060864.0,706551808.0,2189418496.0,5033.0,1992.0,0.0,6.0,787.0,19.0,7.0,0.0,0.0
5.514,1.504,92.481,0.501,0.0,0.0,534667264.0,321069056.0,706551808.0,2189418496.0,5817.0,2346.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
5.500,1.500,93.0,0.0,0.0,0.0,534663168.0,321069056.0,706555904.0,2189418496.0,4949.0,2214.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.0,1.0,93.750,0.0,0.0,0.250,534687744.0,321069056.0,706785280.0,2189164544.0,5730.0,2460.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.261,1.253,93.734,0.752,0.0,0.0,534667264.0,321077248.0,706797568.0,2189164544.0,5124.0,1716.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
5.0,1.500,93.500,0.0,0.0,0.0,534888448.0,321077248.0,706576384.0,2189164544.0,4149.0,1584.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
5.250,1.750,93.0,0.0,0.0,0.0,534818816.0,321077248.0,706646016.0,2189164544.0,4268.0,1728.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.263,1.253,92.732,0.752,0.0,0.0,534888448.0,321085440.0,706568192.0,2189164544.0,4659.0,1728.0,0.0,3.0,787.0,19.0,7.0,0.0,0.0
5.237,1.995,92.768,0.0,0.0,0.0,535138304.0,321085440.0,706572288.0,2188910592.0,4131.0,1740.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
4.261,1.253,93.484,1.003,0.0,0.0,535076864.0,321093632.0,706625536.0,2188910592.0,4559.0,1818.0,0.0,6.0,787.0,19.0,7.0,0.0,0.0
4.523,1.005,94.472,0.0,0.0,0.0,535072768.0,321093632.0,706629632.0,2188910592.0,4509.0,1662.0,0.0,2.0,787.0,19.0,7.0,0.0,0.0
3.750,1.250,95.0,0.0,0.0,0.0,535150592.0,321093632.0,706551808.0,2188910592.0,4273.0,1584.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.263,1.754,92.982,0.0,0.0,0.0,535658496.0,321093632.0,706551808.0,2188402688.0,4062.0,1662.0,0.0,0.0,787.0,19.0,7.0,0.0,0.0
5.0,1.0,92.750,1.0,0.0,0.250,536231936.0,321101824.0,706560000.0,2187812864.0,8008.0,3116.0,0.0,3.0,786.0,18.0,7.0,0.0,0.0
5.0,2.0,92.250,0.750,0.0,0.0,536125440.0,321110016.0,706785280.0,2187685888.0,5198.0,2334.0,0.0,4.0,787.0,19.0,7.0,0.0,0.0
